hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,result,grade,performance_category
5,60,Yes,4,1,42.0,Fail,F,Average
2,60,No,7,9,35.0,Fail,F,Poor
8,40,No,8,3,34.0,Fail,F,Poor
9,54,No,9,1,54.0,Pass,E,Average
4,56,No,6,6,37.0,Fail,F,Poor
6,90,Yes,5,2,78.0,Pass,C,Good
8,53,Yes,9,8,49.0,Fail,F,Average
9,98,No,8,5,96.0,Pass,A,Excellent
5,58,No,6,0,43.0,Fail,F,Average
6,89,Yes,9,9,80.0,Pass,B,Good
4,99,Yes,7,7,80.0,Pass,B,Good
5,73,No,8,6,62.0,Pass,D,Good
7,45,Yes,8,0,37.0,Fail,F,Poor
9,84,Yes,6,2,81.0,Pass,B,Excellent
6,88,Yes,6,2,74.0,Pass,C,Good
6,45,No,4,2,30.0,Fail,F,Poor
8,92,No,4,6,87.0,Pass,B,Excellent
4,93,No,8,5,74.0,Pass,C,Good
3,44,No,5,1,20.0,Fail,F,Poor
7,46,No,7,4,37.0,Fail,F,Poor
5,72,Yes,6,5,55.0,Pass,E,Average
2,52,Yes,4,1,25.0,Fail,F,Poor
2,90,Yes,7,0,67.0,Pass,D,Good
6,93,No,9,3,78.0,Pass,C,Good
8,40,Yes,9,3,35.0,Fail,F,Poor
1,52,No,8,3,24.0,Fail,F,Poor
6,82,No,6,0,72.0,Pass,C,Good
2,66,No,9,2,42.0,Fail,F,Average
2,46,No,6,6,24.0,Fail,F,Poor
7,91,No,4,3,82.0,Pass,B,Excellent
1,42,No,9,1,15.0,Fail,F,Poor
6,97,Yes,5,7,87.0,Pass,B,Excellent
7,64,No,9,0,59.0,Pass,E,Average
8,72,Yes,6,8,67.0,Pass,D,Good
6,56,Yes,7,1,45.0,Fail,F,Average
6,76,Yes,9,6,61.0,Pass,D,Good
4,97,No,9,5,80.0,Pass,B,Good
2,95,No,6,8,70.0,Pass,C,Good
1,93,Yes,5,3,67.0,Pass,D,Good
1,62,Yes,4,2,37.0,Fail,F,Poor
3,98,No,9,6,81.0,Pass,B,Excellent
4,63,Yes,8,5,46.0,Fail,F,Average
2,68,Yes,7,4,46.0,Fail,F,Average
1,77,No,6,9,52.0,Pass,E,Average
4,98,Yes,9,6,84.0,Pass,B,Excellent
7,93,No,4,4,84.0,Pass,B,Excellent
6,66,Yes,6,8,58.0,Pass,E,Average
6,77,No,9,3,66.0,Pass,D,Good
9,92,No,7,0,85.0,Pass,B,Excellent
2,79,No,8,9,55.0,Pass,E,Average
4,84,Yes,6,4,67.0,Pass,D,Good
5,89,No,9,0,75.0,Pass,C,Good
1,62,Yes,5,0,36.0,Fail,F,Poor
8,70,No,4,0,64.0,Pass,D,Good
8,75,No,8,0,69.0,Pass,D,Good
6,56,No,6,7,42.0,Fail,F,Average
5,76,Yes,9,1,64.0,Pass,D,Good
8,42,No,8,8,38.0,Fail,F,Poor
3,75,No,5,6,56.0,Pass,E,Average
3,94,Yes,6,2,73.0,Pass,C,Good
2,44,No,8,8,28.0,Fail,F,Poor
5,85,No,6,3,67.0,Pass,D,Good
3,54,Yes,6,6,34.0,Fail,F,Poor
3,91,Yes,8,2,73.0,Pass,C,Good
6,88,Yes,6,4,79.0,Pass,C,Good
8,45,No,5,3,38.0,Fail,F,Poor
2,98,Yes,8,5,78.0,Pass,C,Good
4,49,No,9,8,35.0,Fail,F,Poor
7,93,No,8,4,85.0,Pass,B,Excellent
1,71,Yes,5,0,45.0,Fail,F,Average
1,62,Yes,5,4,37.0,Fail,F,Poor
7,87,No,5,4,78.0,Pass,C,Good
7,56,Yes,9,8,52.0,Pass,E,Average
1,85,Yes,9,7,64.0,Pass,D,Good
1,59,No,6,4,32.0,Fail,F,Poor
4,83,Yes,6,4,65.0,Pass,D,Good
5,80,Yes,7,1,67.0,Pass,D,Good
5,54,Yes,6,8,40.0,Fail,F,Poor
4,83,No,5,3,64.0,Pass,D,Good
8,85,Yes,7,6,79.0,Pass,C,Good
7,97,Yes,5,9,91.0,Pass,A,Excellent
9,61,No,4,5,56.0,Pass,E,Average
7,89,No,9,4,85.0,Pass,B,Excellent
1,91,No,8,4,64.0,Pass,D,Good
7,45,No,4,6,34.0,Fail,F,Poor
1,43,Yes,9,1,16.0,Fail,F,Poor
7,97,No,9,8,88.0,Pass,B,Excellent
8,62,No,5,1,53.0,Pass,E,Average
9,83,Yes,6,8,80.0,Pass,B,Good
3,84,No,8,3,64.0,Pass,D,Good
4,58,No,6,9,37.0,Fail,F,Poor
4,93,Yes,6,9,75.0,Pass,C,Good
9,84,No,8,5,82.0,Pass,B,Excellent
7,70,No,8,0,60.0,Pass,D,Average
3,83,Yes,4,4,64.0,Pass,D,Good
5,91,Yes,5,5,76.0,Pass,C,Good
7,42,Yes,6,8,35.0,Fail,F,Poor
8,67,Yes,5,8,61.0,Pass,D,Good
1,42,Yes,5,8,18.0,Fail,F,Poor
2,53,Yes,7,2,25.0,Fail,F,Poor
7,57,Yes,4,3,47.0,Fail,F,Average
2,66,Yes,6,7,47.0,Fail,F,Average
7,90,Yes,9,7,81.0,Pass,B,Excellent
9,99,Yes,8,1,99.0,Pass,A,Excellent
2,49,Yes,8,7,28.0,Fail,F,Poor
7,88,Yes,5,6,77.0,Pass,C,Good
4,54,No,4,8,37.0,Fail,F,Poor
2,58,Yes,4,4,35.0,Fail,F,Poor
7,48,Yes,6,1,38.0,Fail,F,Poor
5,43,Yes,6,4,31.0,Fail,F,Poor
1,54,Yes,5,1,29.0,Fail,F,Poor
5,90,Yes,5,4,77.0,Pass,C,Good
3,87,No,5,8,70.0,Pass,C,Good
7,47,No,7,6,37.0,Fail,F,Poor
8,92,No,5,0,83.0,Pass,B,Excellent
5,40,Yes,4,8,24.0,Fail,F,Poor
2,46,No,9,5,23.0,Fail,F,Poor
9,92,No,8,6,90.0,Pass,A,Excellent
8,70,Yes,8,1,64.0,Pass,D,Good
6,57,No,4,0,41.0,Fail,F,Average
7,51,No,9,3,44.0,Fail,F,Average
9,87,Yes,8,8,84.0,Pass,B,Excellent
7,69,Yes,8,8,65.0,Pass,D,Good
3,72,No,8,2,54.0,Pass,E,Average
6,98,Yes,6,0,84.0,Pass,B,Excellent
7,86,No,9,1,78.0,Pass,C,Good
2,46,Yes,6,8,21.0,Fail,F,Poor
3,67,No,4,8,49.0,Fail,F,Average
4,88,No,4,0,69.0,Pass,D,Good
6,42,No,7,8,31.0,Fail,F,Poor
1,82,Yes,6,0,56.0,Pass,E,Average
9,45,Yes,4,9,41.0,Fail,F,Average
5,70,No,6,3,54.0,Pass,E,Average
7,77,Yes,7,4,69.0,Pass,D,Good
9,54,Yes,4,7,53.0,Pass,E,Average
9,46,No,4,4,40.0,Fail,F,Poor
1,82,Yes,4,4,58.0,Pass,E,Average
1,69,Yes,4,3,41.0,Fail,F,Average
3,66,No,5,8,46.0,Fail,F,Average
6,56,No,9,7,50.0,Pass,E,Average
2,94,Yes,9,8,75.0,Pass,C,Good
1,57,Yes,6,6,32.0,Fail,F,Poor
1,61,Yes,6,6,37.0,Fail,F,Poor
5,95,No,6,4,83.0,Pass,B,Excellent
4,92,Yes,7,9,75.0,Pass,C,Good
1,65,Yes,5,0,39.0,Fail,F,Poor
4,90,Yes,6,5,74.0,Pass,C,Good
3,66,Yes,6,9,43.0,Fail,F,Average
2,79,Yes,4,5,56.0,Pass,E,Average
9,63,Yes,4,9,58.0,Pass,E,Average
1,91,No,4,3,64.0,Pass,D,Good
7,47,No,6,1,39.0,Fail,F,Poor
4,60,No,4,0,38.0,Fail,F,Poor
5,68,Yes,6,2,53.0,Pass,E,Average
5,82,Yes,7,8,68.0,Pass,D,Good
1,60,No,7,0,36.0,Fail,F,Poor
6,42,No,8,4,29.0,Fail,F,Poor
9,70,No,5,9,67.0,Pass,D,Good
2,94,No,4,5,72.0,Pass,C,Good
7,66,No,9,8,61.0,Pass,D,Good
6,85,Yes,4,0,70.0,Pass,C,Good
5,66,Yes,5,4,51.0,Pass,E,Average
4,48,Yes,5,0,32.0,Fail,F,Poor
4,96,Yes,8,1,80.0,Pass,B,Good
6,72,Yes,5,1,62.0,Pass,D,Good
4,72,No,6,4,59.0,Pass,E,Average
5,65,No,4,9,50.0,Pass,E,Average
6,67,Yes,5,3,57.0,Pass,E,Average
5,83,No,6,5,70.0,Pass,C,Good
7,82,Yes,5,4,70.0,Pass,C,Good
9,70,Yes,9,1,69.0,Pass,D,Good
7,92,No,6,8,87.0,Pass,B,Excellent
7,40,Yes,7,9,29.0,Fail,F,Poor
4,59,Yes,6,7,42.0,Fail,F,Average
1,51,Yes,8,8,27.0,Fail,F,Poor
8,56,No,6,5,49.0,Fail,F,Average
4,54,No,5,4,35.0,Fail,F,Poor
1,73,Yes,7,4,46.0,Fail,F,Average
5,89,Yes,7,1,76.0,Pass,C,Good
8,55,No,6,3,47.0,Fail,F,Average
4,43,No,5,1,22.0,Fail,F,Poor
8,73,No,9,7,66.0,Pass,D,Good
3,85,Yes,6,3,68.0,Pass,D,Good
9,64,Yes,6,3,61.0,Pass,D,Good
3,54,Yes,6,6,36.0,Fail,F,Poor
1,67,No,7,3,39.0,Fail,F,Poor
2,48,No,4,8,20.0,Fail,F,Poor
6,41,Yes,5,8,28.0,Fail,F,Poor
2,56,No,8,2,29.0,Fail,F,Poor
6,97,Yes,8,5,86.0,Pass,B,Excellent
1,49,No,5,6,25.0,Fail,F,Poor
1,48,Yes,4,2,20.0,Fail,F,Poor
5,70,Yes,5,3,58.0,Pass,E,Average
9,41,Yes,6,0,38.0,Fail,F,Poor
8,63,Yes,9,8,62.0,Pass,D,Good
3,58,No,5,6,37.0,Fail,F,Poor
3,56,Yes,5,9,34.0,Fail,F,Poor
1,82,Yes,9,6,56.0,Pass,E,Average
3,88,Yes,7,8,72.0,Pass,C,Good
1,49,Yes,8,5,25.0,Fail,F,Poor
8,89,No,8,7,82.0,Pass,B,Excellent
1,94,Yes,6,4,70.0,Pass,C,Good
5,67,Yes,9,7,52.0,Pass,E,Average
9,77,No,6,9,76.0,Pass,C,Good
7,87,Yes,7,0,78.0,Pass,C,Good
4,67,Yes,6,2,51.0,Pass,E,Average
9,98,Yes,9,3,96.0,Pass,A,Excellent
9,89,Yes,9,8,90.0,Pass,A,Excellent
2,91,No,4,7,64.0,Pass,D,Good
6,89,No,7,7,79.0,Pass,C,Good
4,40,No,9,1,22.0,Fail,F,Poor
8,99,No,9,6,96.0,Pass,A,Excellent
7,42,No,7,2,32.0,Fail,F,Poor
7,54,No,5,5,42.0,Fail,F,Average
9,91,Yes,5,3,88.0,Pass,B,Excellent
5,49,Yes,4,5,36.0,Fail,F,Poor
6,60,Yes,9,3,48.0,Fail,F,Average
1,76,Yes,7,2,51.0,Pass,E,Average
6,54,No,7,1,40.0,Fail,F,Poor
2,62,Yes,5,3,34.0,Fail,F,Poor
6,53,Yes,8,9,43.0,Fail,F,Average
9,54,No,8,1,59.0,Pass,E,Average
8,49,Yes,9,6,42.0,Fail,F,Average
9,95,Yes,5,0,93.0,Pass,A,Excellent
8,48,No,9,0,37.0,Fail,F,Poor
3,83,Yes,6,4,63.0,Pass,D,Good
8,78,Yes,7,6,70.0,Pass,C,Good
6,44,No,9,0,33.0,Fail,F,Poor
6,64,Yes,4,3,50.0,Pass,E,Average
6,95,Yes,8,4,84.0,Pass,B,Excellent
3,81,Yes,9,1,60.0,Pass,D,Average
1,96,Yes,6,6,67.0,Pass,D,Good
4,65,Yes,7,3,47.0,Fail,F,Average
6,47,No,6,7,34.0,Fail,F,Poor
2,61,Yes,9,0,38.0,Fail,F,Poor
7,91,Yes,7,9,84.0,Pass,B,Excellent
7,64,Yes,7,0,53.0,Pass,E,Average
4,87,No,5,0,69.0,Pass,D,Good
4,51,No,5,3,32.0,Fail,F,Poor
1,48,No,4,0,21.0,Fail,F,Poor
2,49,Yes,4,4,30.0,Fail,F,Poor
9,87,Yes,6,5,85.0,Pass,B,Excellent
8,49,Yes,5,6,45.0,Fail,F,Average
8,48,Yes,7,7,43.0,Fail,F,Average
9,65,Yes,5,7,63.0,Pass,D,Good
7,74,No,7,1,64.0,Pass,D,Good
9,66,Yes,5,3,62.0,Pass,D,Good
2,99,Yes,7,6,76.0,Pass,C,Good
6,70,No,6,8,62.0,Pass,D,Good
3,58,No,5,8,40.0,Fail,F,Poor
6,82,No,8,2,71.0,Pass,C,Good
3,77,No,8,6,56.0,Pass,E,Average
8,45,No,7,3,38.0,Fail,F,Poor
4,54,Yes,6,8,39.0,Fail,F,Poor
6,68,Yes,7,6,62.0,Pass,D,Good
9,86,Yes,6,5,84.0,Pass,B,Excellent
2,84,Yes,4,8,64.0,Pass,D,Good
2,93,Yes,5,6,71.0,Pass,C,Good
7,44,No,6,7,38.0,Fail,F,Poor
2,53,Yes,7,4,26.0,Fail,F,Poor
2,92,Yes,4,3,67.0,Pass,D,Good
4,41,No,7,0,23.0,Fail,F,Poor
9,62,No,8,7,57.0,Pass,E,Average
8,83,Yes,8,5,80.0,Pass,B,Good
2,91,Yes,5,3,68.0,Pass,D,Good
8,85,No,9,2,77.0,Pass,C,Good
4,58,Yes,5,4,37.0,Fail,F,Poor
2,63,No,4,3,39.0,Fail,F,Poor
7,59,Yes,8,6,49.0,Fail,F,Average
6,86,No,6,5,74.0,Pass,C,Good
5,66,No,8,2,53.0,Pass,E,Average
1,91,No,9,9,67.0,Pass,D,Good
2,63,Yes,5,0,38.0,Fail,F,Poor
8,56,No,7,6,47.0,Fail,F,Average
1,64,No,4,4,40.0,Fail,F,Poor
3,85,Yes,9,0,68.0,Pass,D,Good
2,94,Yes,8,0,70.0,Pass,C,Good
5,70,Yes,6,5,54.0,Pass,E,Average
4,67,No,9,3,49.0,Fail,F,Average
7,89,No,6,7,79.0,Pass,C,Good
5,98,No,6,1,82.0,Pass,B,Excellent
8,67,Yes,4,3,62.0,Pass,D,Good
6,95,No,6,7,86.0,Pass,B,Excellent
4,98,Yes,8,4,80.0,Pass,B,Good
2,44,Yes,4,2,17.0,Fail,F,Poor
1,93,No,7,3,69.0,Pass,D,Good
8,81,Yes,6,1,74.0,Pass,C,Good
4,47,No,9,3,32.0,Fail,F,Poor
5,77,Yes,5,8,64.0,Pass,D,Good
8,67,Yes,4,5,57.0,Pass,E,Average
7,96,No,5,3,82.0,Pass,B,Excellent
8,86,No,4,0,78.0,Pass,C,Good
8,51,Yes,4,6,40.0,Fail,F,Poor
6,96,Yes,8,1,88.0,Pass,B,Excellent
2,64,No,6,5,42.0,Fail,F,Average
6,77,Yes,8,9,67.0,Pass,D,Good
1,83,Yes,9,0,56.0,Pass,E,Average
1,54,Yes,5,6,26.0,Fail,F,Poor
3,83,Yes,5,3,56.0,Pass,E,Average
3,80,Yes,7,2,63.0,Pass,D,Good
5,90,No,9,9,78.0,Pass,C,Good
1,92,Yes,9,6,68.0,Pass,D,Good
6,73,Yes,8,2,66.0,Pass,D,Good
7,99,No,8,7,90.0,Pass,A,Excellent
3,84,No,9,3,65.0,Pass,D,Good
4,52,No,8,2,33.0,Fail,F,Poor
3,47,Yes,7,6,32.0,Fail,F,Poor
1,98,Yes,8,6,74.0,Pass,C,Good
8,52,No,8,8,48.0,Fail,F,Average
2,75,No,9,9,57.0,Pass,E,Average
1,45,No,9,6,22.0,Fail,F,Poor
8,77,No,8,5,69.0,Pass,D,Good
7,71,No,8,2,62.0,Pass,D,Good
7,60,Yes,9,3,52.0,Pass,E,Average
4,83,No,5,7,66.0,Pass,D,Good
9,83,Yes,6,5,81.0,Pass,B,Excellent
6,88,Yes,5,8,75.0,Pass,C,Good
2,98,No,8,7,80.0,Pass,B,Good
1,46,No,4,7,20.0,Fail,F,Poor
1,65,No,4,9,40.0,Fail,F,Poor
9,54,No,7,9,55.0,Pass,E,Average
4,95,No,5,6,78.0,Pass,C,Good
5,88,Yes,9,9,76.0,Pass,C,Good
3,81,No,7,0,60.0,Pass,D,Average
4,62,No,7,4,44.0,Fail,F,Average
8,91,Yes,4,6,85.0,Pass,B,Excellent
4,77,No,5,9,56.0,Pass,E,Average
9,80,No,6,8,76.0,Pass,C,Good
9,54,No,9,3,49.0,Fail,F,Average
6,87,Yes,5,7,72.0,Pass,C,Good
2,92,No,7,0,69.0,Pass,D,Good
7,79,No,8,3,72.0,Pass,C,Good
9,55,No,7,3,50.0,Pass,E,Average
6,71,No,5,1,57.0,Pass,E,Average
3,76,Yes,4,2,56.0,Pass,E,Average
7,57,No,5,2,46.0,Fail,F,Average
5,59,Yes,6,8,45.0,Fail,F,Average
1,85,No,9,6,60.0,Pass,D,Average
3,41,No,9,1,22.0,Fail,F,Poor
7,62,Yes,8,7,54.0,Pass,E,Average
3,69,No,7,5,48.0,Fail,F,Average
6,42,No,5,5,28.0,Fail,F,Poor
5,85,Yes,9,1,73.0,Pass,C,Good
1,78,No,4,2,52.0,Pass,E,Average
8,88,No,7,2,84.0,Pass,B,Excellent
1,40,No,5,6,13.0,Fail,F,Poor
2,80,Yes,4,4,57.0,Pass,E,Average
4,61,Yes,5,3,42.0,Fail,F,Average
2,68,Yes,4,7,47.0,Fail,F,Average
9,53,No,5,1,48.0,Fail,F,Average
8,87,No,5,2,81.0,Pass,B,Excellent
8,67,No,9,9,63.0,Pass,D,Good
4,60,No,7,3,43.0,Fail,F,Average
5,84,Yes,5,9,71.0,Pass,C,Good
4,71,No,5,5,49.0,Fail,F,Average
9,45,Yes,7,4,43.0,Fail,F,Average
2,93,No,7,4,69.0,Pass,D,Good
8,40,No,8,6,34.0,Fail,F,Poor
2,60,Yes,8,7,37.0,Fail,F,Poor
1,96,No,9,5,74.0,Pass,C,Good
3,43,Yes,7,2,21.0,Fail,F,Poor
9,42,Yes,6,3,38.0,Fail,F,Poor
3,88,No,9,0,67.0,Pass,D,Good
9,69,Yes,4,4,64.0,Pass,D,Good
7,70,Yes,7,9,61.0,Pass,D,Good
1,73,No,8,7,46.0,Fail,F,Average
5,58,Yes,5,2,41.0,Fail,F,Average
9,59,Yes,7,9,58.0,Pass,E,Average
3,62,No,7,3,40.0,Fail,F,Poor
9,93,Yes,8,3,92.0,Pass,A,Excellent
5,98,No,8,5,86.0,Pass,B,Excellent
9,79,Yes,6,8,77.0,Pass,C,Good
6,64,No,9,9,52.0,Pass,E,Average
9,54,No,8,2,47.0,Fail,F,Average
7,77,No,8,3,70.0,Pass,C,Good
7,62,No,8,5,57.0,Pass,E,Average
8,91,No,9,5,90.0,Pass,A,Excellent
7,41,Yes,5,6,32.0,Fail,F,Poor
9,96,No,7,0,93.0,Pass,A,Excellent
9,96,No,7,8,94.0,Pass,A,Excellent
6,54,Yes,8,1,42.0,Fail,F,Average
7,91,No,9,3,82.0,Pass,B,Excellent
2,83,Yes,6,2,58.0,Pass,E,Average
9,74,Yes,8,2,68.0,Pass,D,Good
1,49,No,9,4,25.0,Fail,F,Poor
1,53,Yes,9,6,30.0,Fail,F,Poor
3,66,Yes,6,6,46.0,Fail,F,Average
6,93,Yes,9,6,86.0,Pass,B,Excellent
5,53,No,7,2,42.0,Fail,F,Average
2,74,Yes,6,8,49.0,Fail,F,Average
9,72,No,6,5,70.0,Pass,C,Good
4,91,No,4,9,74.0,Pass,C,Good
4,40,Yes,6,7,26.0,Fail,F,Poor
5,73,No,6,0,56.0,Pass,E,Average
8,58,Yes,5,3,54.0,Pass,E,Average
4,63,Yes,7,6,48.0,Fail,F,Average
5,81,No,8,8,70.0,Pass,C,Good
4,43,No,4,2,22.0,Fail,F,Poor
6,75,No,6,5,62.0,Pass,D,Good
3,52,Yes,5,7,33.0,Fail,F,Poor
8,97,Yes,5,2,93.0,Pass,A,Excellent
6,71,Yes,9,5,62.0,Pass,D,Good
5,48,No,8,8,31.0,Fail,F,Poor
2,78,Yes,8,8,60.0,Pass,D,Average
7,55,Yes,7,5,50.0,Pass,E,Average
2,89,Yes,9,4,67.0,Pass,D,Good
1,42,Yes,6,0,17.0,Fail,F,Poor
7,91,No,5,2,82.0,Pass,B,Excellent
5,59,Yes,4,2,41.0,Fail,F,Average
1,49,No,7,3,24.0,Fail,F,Poor
4,95,Yes,6,4,78.0,Pass,C,Good
4,97,Yes,9,7,80.0,Pass,B,Good
7,97,Yes,8,8,93.0,Pass,A,Excellent
9,61,No,9,6,64.0,Pass,D,Good
2,87,No,6,9,60.0,Pass,D,Average
1,42,No,9,5,18.0,Fail,F,Poor
2,50,Yes,8,2,28.0,Fail,F,Poor
7,64,Yes,6,8,54.0,Pass,E,Average
6,81,No,4,9,71.0,Pass,C,Good
4,87,Yes,7,0,68.0,Pass,D,Good
1,47,Yes,9,8,23.0,Fail,F,Poor
1,48,No,8,2,20.0,Fail,F,Poor
5,54,Yes,4,8,37.0,Fail,F,Poor
1,71,Yes,5,9,47.0,Fail,F,Average
7,92,Yes,4,0,81.0,Pass,B,Excellent
1,42,No,4,7,18.0,Fail,F,Poor
1,43,Yes,4,5,16.0,Fail,F,Poor
2,69,No,8,8,49.0,Fail,F,Average
3,52,Yes,5,3,33.0,Fail,F,Poor
1,83,No,7,4,60.0,Pass,D,Average
9,60,No,4,5,55.0,Pass,E,Average
8,80,No,8,8,75.0,Pass,C,Good
5,96,No,8,5,81.0,Pass,B,Excellent
2,85,Yes,7,8,64.0,Pass,D,Good
5,58,No,6,1,41.0,Fail,F,Average
6,78,Yes,5,3,68.0,Pass,D,Good
1,87,Yes,5,2,59.0,Pass,E,Average
4,61,No,9,3,44.0,Fail,F,Average
9,59,Yes,4,0,55.0,Pass,E,Average
2,76,Yes,6,1,54.0,Pass,E,Average
5,70,Yes,5,3,53.0,Pass,E,Average
1,49,Yes,9,9,24.0,Fail,F,Poor
4,57,No,4,3,37.0,Fail,F,Poor
4,82,Yes,6,4,65.0,Pass,D,Good
6,78,Yes,8,8,69.0,Pass,D,Good
9,85,Yes,4,0,82.0,Pass,B,Excellent
3,59,Yes,6,7,39.0,Fail,F,Poor
9,57,Yes,7,2,54.0,Pass,E,Average
6,50,No,5,8,36.0,Fail,F,Poor
7,61,Yes,4,7,55.0,Pass,E,Average
2,98,No,9,7,78.0,Pass,C,Good
6,83,Yes,8,8,73.0,Pass,C,Good
6,57,No,9,3,49.0,Fail,F,Average
2,97,Yes,4,4,74.0,Pass,C,Good
2,73,Yes,5,6,51.0,Pass,E,Average
2,62,No,5,1,37.0,Fail,F,Poor
1,40,No,6,6,16.0,Fail,F,Poor
5,94,No,9,2,84.0,Pass,B,Excellent
8,49,Yes,9,5,47.0,Fail,F,Average
2,92,No,8,5,70.0,Pass,C,Good
5,40,No,6,5,28.0,Fail,F,Poor
8,77,No,8,9,72.0,Pass,C,Good
5,78,Yes,4,1,60.0,Pass,D,Average
2,88,Yes,4,8,67.0,Pass,D,Good
3,48,Yes,9,7,33.0,Fail,F,Poor
6,70,No,6,6,58.0,Pass,E,Average
5,46,Yes,7,8,36.0,Fail,F,Poor
4,56,Yes,5,3,35.0,Fail,F,Poor
4,74,Yes,6,1,56.0,Pass,E,Average
5,87,Yes,6,3,71.0,Pass,C,Good
2,76,No,4,9,51.0,Pass,E,Average
9,91,Yes,5,2,88.0,Pass,B,Excellent
2,57,No,6,1,36.0,Fail,F,Poor
2,72,No,4,1,50.0,Pass,E,Average
9,43,No,4,7,42.0,Fail,F,Average
3,62,No,9,4,44.0,Fail,F,Average
7,50,No,9,5,42.0,Fail,F,Average
4,91,No,6,7,75.0,Pass,C,Good
6,48,Yes,6,6,34.0,Fail,F,Poor
4,69,No,4,6,54.0,Pass,E,Average
7,47,Yes,9,6,36.0,Fail,F,Poor
1,79,No,6,6,53.0,Pass,E,Average
3,44,Yes,5,7,24.0,Fail,F,Poor
3,51,No,4,0,30.0,Fail,F,Poor
1,40,Yes,4,2,13.0,Fail,F,Poor
6,54,Yes,6,0,43.0,Fail,F,Average
9,64,No,6,7,56.0,Pass,E,Average
8,57,No,6,1,50.0,Pass,E,Average
7,77,No,5,6,67.0,Pass,D,Good
8,81,No,4,5,74.0,Pass,C,Good
6,85,Yes,7,0,73.0,Pass,C,Good
9,92,Yes,5,5,90.0,Pass,A,Excellent
3,65,No,5,8,42.0,Fail,F,Average
9,79,No,9,2,77.0,Pass,C,Good
4,98,Yes,4,6,84.0,Pass,B,Excellent
7,42,No,7,3,37.0,Fail,F,Poor
9,93,Yes,4,0,91.0,Pass,A,Excellent
2,61,No,5,6,34.0,Fail,F,Poor
2,65,No,6,0,40.0,Fail,F,Poor
9,58,Yes,4,3,53.0,Pass,E,Average
3,83,Yes,4,8,63.0,Pass,D,Good
9,83,No,6,4,82.0,Pass,B,Excellent
5,86,Yes,7,6,73.0,Pass,C,Good
6,99,No,7,6,86.0,Pass,B,Excellent
2,78,Yes,4,2,56.0,Pass,E,Average
8,98,No,6,7,94.0,Pass,A,Excellent
9,75,No,9,0,74.0,Pass,C,Good
2,60,No,4,3,37.0,Fail,F,Poor
6,80,Yes,6,9,69.0,Pass,D,Good
6,93,Yes,5,3,79.0,Pass,C,Good
8,87,Yes,9,1,83.0,Pass,B,Excellent
5,65,Yes,6,5,50.0,Pass,E,Average
9,52,No,4,0,47.0,Fail,F,Average
1,75,Yes,8,2,53.0,Pass,E,Average
9,63,Yes,7,8,62.0,Pass,D,Good
7,80,Yes,4,9,75.0,Pass,C,Good
4,65,No,6,5,48.0,Fail,F,Average
3,60,Yes,9,1,40.0,Fail,F,Poor
6,57,Yes,9,8,45.0,Fail,F,Average
1,54,No,6,1,27.0,Fail,F,Poor
3,54,No,7,6,32.0,Fail,F,Poor
2,45,No,4,0,20.0,Fail,F,Poor
9,82,No,9,4,80.0,Pass,B,Good
3,70,No,9,6,51.0,Pass,E,Average
2,67,No,8,2,44.0,Fail,F,Average
4,47,No,5,3,29.0,Fail,F,Poor
2,68,Yes,8,4,46.0,Fail,F,Average
1,60,No,5,2,37.0,Fail,F,Poor
6,56,No,9,5,44.0,Fail,F,Average
8,95,No,5,2,90.0,Pass,A,Excellent
2,96,No,4,7,75.0,Pass,C,Good
9,88,No,9,6,84.0,Pass,B,Excellent
3,63,Yes,9,0,44.0,Fail,F,Average
8,97,Yes,5,1,91.0,Pass,A,Excellent
8,99,Yes,6,3,94.0,Pass,A,Excellent
3,89,Yes,5,4,69.0,Pass,D,Good
3,75,Yes,5,9,57.0,Pass,E,Average
6,70,Yes,7,3,55.0,Pass,E,Average
1,86,Yes,7,3,61.0,Pass,D,Good
4,73,No,4,8,54.0,Pass,E,Average
1,41,No,4,3,12.0,Fail,F,Poor
3,81,No,6,3,62.0,Pass,D,Good
9,42,No,7,3,40.0,Fail,F,Poor
5,69,No,8,1,57.0,Pass,E,Average
5,47,No,4,7,33.0,Fail,F,Poor
4,91,Yes,4,3,71.0,Pass,C,Good
3,46,No,7,4,26.0,Fail,F,Poor
4,97,No,6,3,74.0,Pass,C,Good
8,58,Yes,7,4,56.0,Pass,E,Average
4,65,Yes,5,4,45.0,Fail,F,Average
8,67,Yes,9,5,61.0,Pass,D,Good
6,54,No,8,6,45.0,Fail,F,Average
5,53,No,9,2,43.0,Fail,F,Average
4,87,No,5,9,68.0,Pass,D,Good
4,98,Yes,5,2,79.0,Pass,C,Good
4,53,Yes,9,8,40.0,Fail,F,Poor
9,42,No,5,0,37.0,Fail,F,Poor
4,89,Yes,4,9,72.0,Pass,C,Good
9,68,No,9,7,67.0,Pass,D,Good
6,99,Yes,5,9,93.0,Pass,A,Excellent
7,93,Yes,4,2,85.0,Pass,B,Excellent
3,45,Yes,7,4,26.0,Fail,F,Poor
8,88,No,8,2,84.0,Pass,B,Excellent
3,62,Yes,8,9,45.0,Fail,F,Average
1,67,No,5,0,41.0,Fail,F,Average
5,53,No,8,9,39.0,Fail,F,Poor
2,53,No,4,4,28.0,Fail,F,Poor
